i,2,13,14
y,1,3,7,13,14
ɨ,2,8,9,10
ʉ,3,5,9,10,11
ɯ,4,6,12,17,18
u,5,12,17,18
ɪ,1,2,8,13,14
ʏ,3,4,9,15,16
ɨ̞,3,4,8,10,15,16
ʉ̞,3,4,11,15,16
ɯ̞,4,10,16,12
ʊ,5,11,17
e,1,2,7,14,19,20
ø,1,2,7,15,19,20
ɘ,9,10,14,16,21
ɵ,9,10,11,15,17,21
ɤ,5,6,12,16,18,22,23
o,5,6,12,17,22,23
e̞,13,14,20,24,25
ø̞,13,14,19,24,25
ə,15,16,26,27
ɤ̞,17,18,23,28,29
o̞,17,18,22,28,29
ɛ,19,20,25,30
œ,19,20,24,26,30
ɜ,21,25,27,31
ɞ,21,26,28,31
ʌ,22,23,27,29,36,37
ɔ,22,23,28,36,37
æ,24,25,34,32,33
ɐ,26,27,24,25
a,30,33
ɶ,32,30
ä,31,33,35
ɒ̈,21,34,36
ɑ,28,29,35
ɒ,28,29,36