standard yiddish,0,1.2778,0.2357,0.0556,23
standard yiddish,1,1.65,0.8208,0.6737,33
standard yiddish,2,1.5714,0.5774,0.3333,33
standard yiddish,3,2.1,1.1965,1.4316,42
standard yiddish,4,1.9048,0.8136,0.6619,40
standard yiddish,5,1.6667,0.7173,0.5145,40
standard yiddish,6,2.0952,1.6917,2.8619,44
standard yiddish,7,2.9375,2.7325,7.4667,47
standard yiddish,8,2.1053,1.4749,2.1754,40
standard yiddish,9,2.3,1.6222,2.6316,46
standard yiddish,10,1.619,0.5606,0.3143,34
standard yiddish,11,2.8095,2.8735,8.2571,59
standard yiddish,12,1.7143,0.7003,0.4905,36
standard yiddish,13,1.8636,0.8579,0.7359,41
standard yiddish,14,2.0435,1.0098,1.0198,47
standard yiddish,15,1.7391,0.7648,0.585,40
standard yiddish,16,2.7,2.7391,7.5026,54
standard yiddish,17,1.8636,0.658,0.4329,41
standard yiddish,18,3.0,2.9974,8.9842,69
standard yiddish,19,2.1,1.4244,2.0289,42
standard yiddish,20,1.84,0.6272,0.3933,46
standard yiddish,21,1.6667,0.3586,0.1286,35
standard yiddish,22,2.9583,3.162,9.9982,71
standard yiddish,23,2.9167,2.9015,8.4185,70
standard yiddish,24,1.72,0.4726,0.2233,43
standard yiddish,25,1.8261,0.635,0.4032,42
brokskat,0,1.4444,0.5,0.25,13
brokskat,1,1.4667,0.5936,0.3524,22
brokskat,2,1.5714,0.4688,0.2198,22
brokskat,3,1.5625,0.6021,0.3625,25
brokskat,4,1.875,1.0935,1.1958,30
brokskat,5,2.2857,1.7305,2.9945,32
brokskat,6,1.8824,1.5049,2.2647,32
brokskat,7,1.875,0.8921,0.7958,30
brokskat,8,1.6471,0.6063,0.3676,28
brokskat,9,1.6471,0.7019,0.4926,28
brokskat,10,2.6667,2.5469,6.4869,48
brokskat,11,2.5625,2.3805,5.6667,41
brokskat,12,2.0667,1.3452,1.8095,31
brokskat,13,1.9412,1.0037,1.0074,33
brokskat,14,2.0,0.8338,0.6952,30
brokskat,15,2.7333,2.678,7.1714,41
brokskat,16,1.8947,0.7493,0.5614,36
brokskat,17,1.8,0.8013,0.6421,36
brokskat,18,1.9474,0.8412,0.7076,37
brokskat,19,2.0,0.9048,0.8187,38
brokskat,20,1.7727,0.7799,0.6082,39
brokskat,21,1.7619,0.7958,0.6333,37
brokskat,22,3.1429,3.2301,10.4333,66
brokskat,23,1.6316,0.5015,0.2515,31
brokskat,24,1.9474,0.9016,0.8129,37
brokskat,25,3.0,2.8748,8.2647,51
thanggati,0,1.6667,1.1547,1.3333,5
thanggati,1,2.4,2.6833,7.2,12
thanggati,2,1.7143,0.7559,0.5714,12
thanggati,3,4.1667,3.8687,14.9667,25
thanggati,4,1.7778,0.866,0.75,16
thanggati,5,2.0,0.991,0.9821,16
thanggati,6,2.375,1.2817,1.6429,19
thanggati,7,3.0,1.8348,3.3667,18
thanggati,8,3.0,1.8851,3.5536,24
thanggati,9,2.75,1.9955,3.9821,22
thanggati,10,2.1429,1.215,1.4762,15
thanggati,11,3.0,2.2804,5.2,18
thanggati,12,6.6,2.881,8.3,33
thanggati,13,4.4,2.6077,6.8,22
thanggati,14,2.0,0.8997,0.8095,14
thanggati,15,2.8571,2.2147,4.9048,20
thanggati,16,3.1667,2.2286,4.9667,19
thanggati,17,2.1429,1.291,1.6667,15
thanggati,18,2.7143,2.2991,5.2857,19
thanggati,19,2.1667,1.169,1.3667,13
thanggati,20,2.5,1.0328,1.0667,15
thanggati,21,2.8333,2.3166,5.3667,17
thanggati,22,2.8571,2.0354,4.1429,20
thanggati,23,3.3333,2.1602,4.6667,20
thanggati,24,3.0,2.2804,5.2,18
thanggati,25,5.6,3.6469,13.3,28
guayabero,0,1.25,0.0,0,15
guayabero,1,1.7273,1.206,1.4545,19
guayabero,2,1.6154,0.7763,0.6026,21
guayabero,3,1.6429,0.7559,0.5714,23
guayabero,4,1.8462,0.7511,0.5641,24
guayabero,5,1.6667,0.6399,0.4095,25
guayabero,6,2.0,0.9653,0.9318,24
guayabero,7,1.75,0.8921,0.7958,28
guayabero,8,2.0,1.3445,1.8077,26
guayabero,9,2.1667,1.4434,2.0833,26
guayabero,10,1.6667,0.9155,0.8381,25
guayabero,11,1.6875,0.8944,0.8,27
guayabero,12,1.9231,1.1094,1.2308,25
guayabero,13,1.4286,0.5789,0.3352,20
guayabero,14,1.9167,1.2881,1.6591,23
guayabero,15,2.1429,1.2666,1.6044,30
guayabero,16,2.4286,1.4601,2.1319,34
guayabero,17,2.1538,1.1658,1.359,28
guayabero,18,1.8125,1.0935,1.1958,29
guayabero,19,2.0667,1.2799,1.6381,31
guayabero,20,1.5,0.4031,0.1625,24
guayabero,21,2.5,1.7816,3.1742,30
guayabero,22,1.6,0.5936,0.3524,24
guayabero,23,2.25,1.5374,2.3636,27
guayabero,24,4.0909,4.4558,19.8545,45
guayabero,25,2.8125,3.7417,14.0,45
ngandjera,0,1.5455,1.5076,2.2727,17
ngandjera,1,2.0,1.2649,1.6,20
ngandjera,2,2.0833,1.6514,2.7273,25
ngandjera,3,1.9286,1.3114,1.7198,27
ngandjera,4,2.0667,1.6847,2.8381,31
ngandjera,5,2.7692,2.1062,4.4359,36
ngandjera,6,4.0769,3.8597,14.8974,53
ngandjera,7,2.0625,1.0646,1.1333,33
ngandjera,8,2.125,1.2042,1.45,34
ngandjera,9,1.9333,0.9856,0.9714,29
ngandjera,10,2.6,2.4553,6.0286,39
ngandjera,11,3.0,2.9988,8.9926,51
ngandjera,12,1.9412,1.1147,1.2426,33
ngandjera,13,2.0,0.9701,0.9412,36
ngandjera,14,2.0,1.0416,1.085,36
ngandjera,15,1.8333,0.9235,0.8529,33
ngandjera,16,3.2353,3.3398,11.1544,55
ngandjera,17,2.0,0.9432,0.8897,34
ngandjera,18,2.8235,2.9568,8.7426,48
ngandjera,19,1.8333,0.7838,0.6144,33
ngandjera,20,1.9444,0.9235,0.8529,35
ngandjera,21,2.0588,1.0572,1.1176,35
ngandjera,22,2.0,1.0037,1.0074,34
ngandjera,23,2.1053,1.0116,1.0234,40
ngandjera,24,2.2353,1.1472,1.3162,38
ngandjera,25,2.1667,1.1275,1.2712,39
iwam,0,1.1818,0.3015,0.0909,13
iwam,1,1.75,1.7678,3.125,14
iwam,2,1.3333,0.6216,0.3864,16
iwam,3,1.4615,0.4804,0.2308,19
iwam,4,2.0,1.1677,1.3636,22
iwam,5,1.7692,1.1929,1.4231,23
iwam,6,2.8182,2.0538,4.2182,31
iwam,7,2.0,1.7581,3.0909,24
iwam,8,2.1429,1.7305,2.9945,30
iwam,9,2.4667,1.9809,3.9238,37
iwam,10,2.6364,2.1149,4.4727,29
iwam,11,2.4615,1.7097,2.9231,32
iwam,12,2.3571,1.6375,2.6813,33
iwam,13,2.4167,1.6214,2.6288,29
iwam,14,2.1667,1.6214,2.6288,26
iwam,15,2.25,1.6422,2.697,27
iwam,16,3.0833,2.9375,8.6288,37
iwam,17,2.5,2.1034,4.4242,30
iwam,18,1.7143,1.3425,1.8022,24
iwam,19,2.4615,2.0475,4.1923,32
iwam,20,1.6923,1.1266,1.2692,22
iwam,21,2.4545,2.2279,4.9636,27
iwam,22,2.5833,2.4309,5.9091,31
iwam,23,2.5455,2.4008,5.7636,28
iwam,24,1.6923,1.1209,1.2564,22
iwam,25,2.2308,1.8913,3.5769,29
samre,0,1.1538,0.0,0,15
samre,1,1.5556,0.8819,0.7778,14
samre,2,1.2667,0.2582,0.0667,19
samre,3,1.3529,0.393,0.1544,23
samre,4,1.8,0.8338,0.6952,27
samre,5,1.6316,0.7609,0.5789,31
samre,6,1.6667,0.9583,0.9183,30
samre,7,1.9375,1.1529,1.3292,31
samre,8,1.8421,1.0706,1.1462,35
samre,9,3.1875,3.1031,9.6292,51
samre,10,1.65,1.0463,1.0947,33
samre,11,1.8889,1.2367,1.5294,34
samre,12,1.95,1.1877,1.4105,39
samre,13,2.2353,1.6292,2.6544,38
samre,14,2.1765,1.3666,1.8676,37
samre,15,2.5294,2.4299,5.9044,43
samre,16,2.2105,1.8732,3.5088,42
samre,17,2.2778,1.6618,2.7614,41
samre,18,2.8947,2.5247,6.3743,55
samre,19,3.0556,2.5699,6.6046,55
samre,20,2.3333,1.5168,2.3007,42
samre,21,2.1053,1.6276,2.6491,40
samre,22,2.1176,1.6781,2.8162,36
samre,23,3.2353,2.801,7.8456,55
samre,24,2.1,1.5927,2.5368,42
samre,25,3.1667,2.5237,6.3693,57
salasca quechua,0,1.3636,0.6467,0.4182,15
salasca quechua,1,1.8333,0.9847,0.9697,22
salasca quechua,2,1.7333,0.6325,0.4,26
salasca quechua,3,1.9167,0.793,0.6288,23
salasca quechua,4,1.6154,0.4804,0.2308,21
salasca quechua,5,2.0909,1.0445,1.0909,23
salasca quechua,6,3.1667,2.9233,8.5455,38
salasca quechua,7,3.0,2.9025,8.4242,36
salasca quechua,8,3.7273,2.9449,8.6727,41
salasca quechua,9,2.2727,1.446,2.0909,25
salasca quechua,10,2.4615,1.6756,2.8077,32
salasca quechua,11,2.0,1.2799,1.6381,30
salasca quechua,12,2.4,1.6903,2.8571,36
salasca quechua,13,2.5,1.7299,2.9924,30
salasca quechua,14,2.3333,1.6242,2.6381,35
salasca quechua,15,2.4286,1.6172,2.6154,34
salasca quechua,16,2.6429,2.0232,4.0934,37
salasca quechua,17,3.6875,3.4809,12.1167,59
salasca quechua,18,2.2667,1.6242,2.6381,34
salasca quechua,19,2.4,1.6417,2.6952,36
salasca quechua,20,2.7143,1.7805,3.1703,38
salasca quechua,21,2.6429,1.7368,3.0165,37
salasca quechua,22,3.7143,3.3422,11.1703,52
salasca quechua,23,2.4375,1.682,2.8292,39
salasca quechua,24,2.4375,1.6279,2.65,39
salasca quechua,25,3.3125,3.038,9.2292,53
gade-lohar,0,1.6,1.075,1.1556,16
gade-lohar,1,1.2,0.3519,0.1238,18
gade-lohar,2,1.625,0.7303,0.5333,26
gade-lohar,3,2.2,1.5337,2.3524,33
gade-lohar,4,1.75,0.9661,0.9333,28
gade-lohar,5,1.6875,0.9661,0.9333,27
gade-lohar,6,1.7647,0.9432,0.8897,30
gade-lohar,7,2.0,1.0,1.0,32
gade-lohar,8,1.9412,1.1147,1.2426,33
gade-lohar,9,1.8333,1.1376,1.2941,33
gade-lohar,10,1.8333,1.0922,1.1928,33
gade-lohar,11,2.125,1.2583,1.5833,34
gade-lohar,12,2.1765,1.6019,2.5662,37
gade-lohar,13,2.3125,1.5916,2.5333,37
gade-lohar,14,2.2667,1.5796,2.4952,34
gade-lohar,15,2.4375,1.8786,3.5292,39
gade-lohar,16,2.25,1.7464,3.05,36
gade-lohar,17,2.2353,1.8371,3.375,38
gade-lohar,18,2.3889,1.6803,2.8235,43
gade-lohar,19,2.1579,1.5005,2.2515,41
gade-lohar,20,3.375,3.0304,9.1833,54
gade-lohar,21,2.25,1.4705,2.1625,36
gade-lohar,22,2.3571,1.3281,1.7637,33
gade-lohar,23,2.1765,1.1663,1.3603,37
gade-lohar,24,2.0588,1.1663,1.3603,35
gade-lohar,25,1.9444,1.1376,1.2941,35
juang,0,1.2,NaN,0,12
juang,1,1.8462,1.3156,1.7308,24
juang,2,1.6364,1.1201,1.2545,18
juang,3,3.7,3.6878,13.6,37
juang,4,1.9231,1.2506,1.5641,25
juang,5,1.8182,0.9342,0.8727,20
juang,6,3.5833,3.7203,13.8409,43
juang,7,2.25,1.379,1.9015,27
juang,8,1.8571,0.9405,0.8846,26
juang,9,2.2,1.1629,1.3524,33
juang,10,2.2857,1.2315,1.5165,32
juang,11,2.2857,1.3114,1.7198,32
juang,12,2.0,1.1255,1.2667,30
juang,13,1.9375,1.0328,1.0667,31
juang,14,2.7857,2.5848,6.6813,39
juang,15,2.5714,1.6641,2.7692,36
juang,16,3.2,3.1045,9.6381,48
juang,17,1.8571,1.0818,1.1703,26
juang,18,1.8125,1.2583,1.5833,29
juang,19,1.8,1.1212,1.2571,27
juang,20,1.7857,1.069,1.1429,25
juang,21,1.9375,1.3166,1.7333,31
juang,22,1.8571,1.069,1.1429,26
juang,23,3.0714,3.3684,11.3462,43
juang,24,1.9375,1.315,1.7292,31
juang,25,2.0,1.1579,1.3407,28
punjabi,0,1.1579,0.2294,0.0526,22
punjabi,1,1.7333,1.0556,1.1143,26
punjabi,2,1.5294,0.4372,0.1912,26
punjabi,3,2.0588,1.4142,2,35
punjabi,4,1.55,0.7452,0.5553,31
punjabi,5,3.9375,3.5725,12.7625,63
punjabi,6,1.85,0.9881,0.9763,37
punjabi,7,1.7778,1.0432,1.0882,32
punjabi,8,2.0526,1.214,1.4737,39
punjabi,9,1.9565,1.1369,1.2925,45
punjabi,10,1.9524,1.0165,1.0333,41
punjabi,11,1.8571,0.9284,0.8619,39
punjabi,12,1.8095,0.7496,0.5619,38
punjabi,13,1.8095,0.74,0.5476,38
punjabi,14,1.619,0.539,0.2905,34
punjabi,15,1.7143,0.6437,0.4143,36
punjabi,16,1.65,0.5871,0.3447,33
punjabi,17,1.6522,0.6192,0.3834,38
punjabi,18,1.95,1.818,3.3053,39
punjabi,19,2.3333,2.1693,4.7059,42
punjabi,20,1.8947,0.9048,0.8187,36
punjabi,21,1.95,0.9987,0.9974,39
punjabi,22,2.0526,0.9459,0.8947,39
punjabi,23,1.85,0.8256,0.6816,37
punjabi,24,1.7826,0.7903,0.6245,41
punjabi,25,1.9,0.7609,0.5789,38
piratapuyo,0,1.0909,0.0,0,12
piratapuyo,1,1.5385,0.5991,0.359,20
piratapuyo,2,1.4167,0.3892,0.1515,17
piratapuyo,3,1.5455,0.6876,0.4727,17
piratapuyo,4,1.6667,0.7977,0.6364,20
piratapuyo,5,2.0833,0.9962,0.9924,25
piratapuyo,6,2.3333,1.1667,1.3611,21
piratapuyo,7,2.0909,1.221,1.4909,23
piratapuyo,8,1.8182,1.0357,1.0727,20
piratapuyo,9,2.2,1.3166,1.7333,22
piratapuyo,10,2.0909,1.4206,2.0182,23
piratapuyo,11,2.1818,1.8141,3.2909,24
piratapuyo,12,2.0769,1.6564,2.7436,27
piratapuyo,13,3.0,1.8878,3.5636,33
piratapuyo,14,2.2727,1.7889,3.2,25
piratapuyo,15,2.0833,1.7581,3.0909,25
piratapuyo,16,2.8,2.1213,4.5,28
piratapuyo,17,2.4,1.8529,3.4333,24
piratapuyo,18,3.0,2.149,4.6182,33
piratapuyo,19,2.25,1.8809,3.5379,27
piratapuyo,20,2.7,1.7127,2.9333,27
piratapuyo,21,2.2308,1.6833,2.8333,29
piratapuyo,22,2.1667,1.6214,2.6288,26
piratapuyo,23,2.4545,1.7581,3.0909,27
piratapuyo,24,2.4545,1.5492,2.4,27
piratapuyo,25,2.0833,1.2881,1.6591,25
mising,0,2.2,1.5951,2.5444,22
mising,1,2.0909,1.2505,1.5636,23
mising,2,2.1333,1.4573,2.1238,32
mising,3,1.7647,0.9432,0.8897,30
mising,4,2.6429,1.6053,2.5769,37
mising,5,2.125,1.4549,2.1167,34
mising,6,2.0556,1.2154,1.4771,37
mising,7,1.9474,1.1648,1.3567,37
mising,8,1.9412,1.4038,1.9706,33
mising,9,2.3158,1.633,2.6667,44
mising,10,2.5294,1.7405,3.0294,43
mising,11,2.1667,1.5435,2.3824,39
mising,12,2.5,1.8337,3.3625,40
mising,13,2.7857,1.7415,3.033,39
mising,14,2.1667,1.6647,2.7712,39
mising,15,2.5556,1.7452,3.0458,46
mising,16,2.4375,1.6683,2.7833,39
mising,17,2.6471,1.6019,2.5662,45
mising,18,2.2778,1.5894,2.5261,41
mising,19,2.15,1.4824,2.1974,43
mising,20,2.1875,1.3416,1.8,35
mising,21,2.0556,1.2367,1.5294,37
mising,22,1.9412,1.0641,1.1324,33
mising,23,2.1176,1.3747,1.8897,36
mising,24,2.1667,1.5645,2.4477,39
mising,25,2.2222,1.5676,2.4575,40
befang,0,1.3529,0.7524,0.5662,23
befang,1,1.5,0.6021,0.3625,24
befang,2,1.65,0.7452,0.5553,33
befang,3,1.7895,0.7723,0.5965,34
befang,4,3.2,2.9001,8.4105,64
befang,5,2.5789,2.3533,5.538,49
befang,6,1.9565,1.2336,1.5217,45
befang,7,2.9524,3.0597,9.3619,62
befang,8,2.7619,2.5949,6.7333,58
befang,9,2.1429,1.1547,1.3333,45
befang,10,1.8421,1.0733,1.152,35
befang,11,3.0,3.0095,9.0571,63
befang,12,1.8571,0.7496,0.5619,39
befang,13,1.913,0.7878,0.6206,44
befang,14,1.6522,0.4577,0.2095,38
befang,15,1.8182,0.6463,0.4177,40
befang,16,1.8261,0.7878,0.6206,42
befang,17,1.7727,0.7025,0.4935,39
befang,18,1.7143,0.6437,0.4143,36
befang,19,1.8947,0.8307,0.6901,36
befang,20,1.913,0.898,0.8063,44
befang,21,1.7826,0.635,0.4032,41
befang,22,1.6957,0.81,0.6561,39
befang,23,1.7391,0.6713,0.4506,40
befang,24,1.8261,0.5408,0.2925,42
befang,25,1.625,0.509,0.2591,39
picuris,0,2.4286,3.4017,11.5714,17
picuris,1,1.2308,0.2774,0.0769,16
picuris,2,1.5385,0.6602,0.4359,20
picuris,3,2.2727,1.328,1.7636,25
picuris,4,2.4167,1.557,2.4242,29
picuris,5,2.5455,1.6348,2.6727,28
picuris,6,2.8182,1.7373,3.0182,31
picuris,7,2.6,2.2236,4.9444,26
picuris,8,2.75,2.5271,6.3864,33
picuris,9,3.0909,2.5298,6.4,34
picuris,10,2.8333,2.4985,6.2424,34
picuris,11,2.0,1.1146,1.2424,24
picuris,12,1.8333,1.1146,1.2424,22
picuris,13,2.0909,1.3003,1.6909,23
picuris,14,2.2727,1.446,2.0909,25
picuris,15,2.3,1.6364,2.6778,23
picuris,16,2.8182,2.4008,5.7636,31
picuris,17,3.0909,2.2804,5.2,34
picuris,18,2.5455,2.1826,4.7636,28
picuris,19,2.4167,2.4246,5.8788,29
picuris,20,2.9167,2.6742,7.1515,35
picuris,21,3.1818,2.737,7.4909,35
picuris,22,2.7143,2.8216,7.9615,38
picuris,23,3.2308,3.2006,10.2436,42
picuris,24,3.0714,3.4009,11.5659,43
picuris,25,3.4167,3.5377,12.5152,41
